"","M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
"9599",2,2,2,1,1,1,1,3,1,5,3,3,1,1,5,1,1,5,5,3,1,1,1,1,5,3,1,"CA",3
"9600",2,2,1,4,4,4,4,2,3,2,4,1,1,4,1,1,2,4,4,4,2,4,5,1,2,4,2,"US",2
"9601",5,3,2,4,2,5,5,4,2,1,5,1,1,1,2,2,2,1,0,5,2,1,1,1,4,1,2,"US",3
"9602",4,4,4,5,4,4,5,2,4,5,1,3,5,4,2,5,1,5,2,2,4,4,1,3,2,4,3,"CA",3
"9603",4,5,3,4,5,4,5,2,5,2,4,2,2,4,5,2,4,2,4,4,1,1,4,2,4,4,2,"CA",1
"9604",2,2,4,4,2,2,4,2,2,4,2,4,3,4,4,4,2,3,4,2,4,2,2,2,4,2,2,"CA",1
"9605",5,5,4,5,5,5,5,4,5,5,1,5,5,5,2,5,1,3,4,5,1,1,5,4,5,1,2,"CA",1
"9606",4,1,2,2,1,2,4,3,3,3,1,3,3,4,4,4,2,2,2,3,1,3,3,2,2,5,2,"US",1
"9607",5,3,3,4,4,5,5,3,5,3,3,2,3,3,4,2,2,3,4,4,2,3,2,4,5,2,4,"US",1
"9608",4,5,5,5,5,5,5,4,5,4,2,4,2,5,5,5,4,5,5,2,5,4,4,4,2,3,4,"US",3
"9609",5,5,3,4,4,5,5,3,5,4,2,4,4,4,3,3,1,5,3,2,4,3,5,4,5,1,5,"US",2
"9610",4,3,3,4,1,2,4,2,4,4,5,4,2,2,5,4,4,3,2,2,2,1,2,4,2,2,1,"US",1
"9611",5,1,2,1,1,1,5,1,3,1,3,1,1,1,4,1,4,1,1,5,1,1,5,1,5,1,2,"US",2
"9612",1,3,2,1,5,2,5,3,4,4,4,4,1,3,5,1,3,5,3,2,5,1,5,5,2,1,1,"US",1
"9613",3,2,4,4,5,4,4,5,4,4,1,3,4,4,1,3,1,5,4,3,3,4,5,5,1,5,5,"NL",2
"9614",4,2,2,2,1,4,3,2,4,3,3,2,1,2,3,3,4,3,4,4,3,2,4,2,5,1,2,"NL",2
"9615",4,4,3,4,2,4,5,3,4,2,4,2,2,4,3,2,4,4,5,4,5,5,3,2,5,5,4,"NL",2
"9616",5,4,4,3,5,2,5,5,5,4,2,3,4,4,2,3,1,4,3,3,3,1,4,2,5,3,2,"NL",2
"9617",4,4,4,4,4,4,4,4,4,3,3,4,5,4,1,2,2,4,3,2,4,5,4,4,5,2,2,"NL",2
"9618",4,2,2,1,2,4,5,2,4,3,4,1,2,4,1,2,2,3,5,2,3,1,4,4,5,1,2,"NL",3
"9619",2,4,4,4,5,5,4,4,5,4,2,2,5,4,2,4,2,4,3,2,4,4,5,4,2,4,4,"NL",2
"9620",4,5,5,1,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,"NL",2
"9621",5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,1,1,5,5,1,5,5,5,5,1,1,5,"NL",2
"9622",2,4,2,1,4,4,4,2,5,3,1,1,2,5,1,5,1,3,4,2,1,1,5,3,4,1,1,"NL",2
"9623",4,2,4,4,4,4,4,2,4,3,2,2,2,4,4,2,5,3,3,4,4,4,4,4,2,3,2,"US",1
"9624",4,4,4,4,4,4,3,2,4,3,2,4,3,5,2,3,2,4,3,4,2,2,4,2,2,3,3,"TH",2
"9625",3,2,3,3,3,3,3,2,2,4,2,3,2,4,2,3,3,4,3,4,2,1,4,3,5,1,1,"US",1
"9626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SG",3
"9627",4,1,3,1,1,3,4,2,4,3,2,1,2,1,1,2,4,3,1,5,1,1,3,1,2,1,2,"GB",2
"9628",5,4,3,4,3,3,5,2,4,2,4,2,1,3,5,2,4,3,4,3,3,2,2,2,5,1,2,"BR",3
"9629",5,3,1,1,4,5,5,1,5,4,3,2,5,4,5,4,5,3,5,3,2,3,5,3,5,1,1,"BR",1
"9630",5,2,2,2,3,4,4,2,3,5,2,4,3,4,3,4,2,4,2,3,2,2,4,2,2,3,1,"US",1
"9631",5,5,5,5,5,5,5,5,5,3,3,3,3,5,2,3,3,3,4,5,4,2,4,3,3,5,4,"US",1
"9632",3,3,3,4,4,3,4,2,4,1,2,2,4,3,3,1,4,1,2,3,2,5,4,2,4,1,2,"US",1
"9633",4,2,2,3,2,2,4,3,3,4,5,2,2,3,4,2,2,3,2,3,2,1,4,2,5,1,2,"US",1
"9634",2,2,2,3,1,1,3,1,1,2,3,1,3,3,2,1,5,5,1,5,1,1,2,1,1,1,1,"US",3
"9635",3,3,3,4,1,1,5,2,3,3,3,3,2,5,5,4,3,3,3,4,2,1,1,1,4,1,1,"US",1
"9636",5,4,4,2,5,4,5,4,4,3,3,2,2,5,4,2,3,4,5,3,4,4,5,3,2,2,4,"GB",1
"9637",3,3,4,3,2,3,3,3,4,2,3,4,3,3,3,3,4,5,2,3,3,2,3,2,4,3,3,"PH",1
"9638",4,1,4,4,4,4,4,1,2,3,3,4,2,4,5,1,4,2,4,5,1,2,2,2,5,1,1,"FI",3
"9639",3,1,2,1,1,1,2,1,2,2,2,3,1,1,2,1,3,1,2,3,1,2,1,1,1,1,1,"US",1
"9640",5,5,5,5,5,5,5,5,5,3,2,3,3,5,2,2,2,4,4,4,5,1,5,3,5,1,5,"CA",1
"9641",2,4,3,4,4,3,3,3,4,4,2,4,4,3,2,3,2,4,4,2,5,4,4,4,2,2,4,"US",1
"9642",5,4,3,4,5,5,5,3,4,3,4,3,3,3,1,3,3,3,4,2,4,5,4,5,2,3,3,"US",1
"9643",1,4,1,4,1,1,4,1,3,1,2,3,2,1,3,5,2,2,1,2,1,1,1,1,5,5,1,"IN",1
"9644",4,3,3,4,2,2,4,3,4,4,2,4,4,3,2,3,2,4,2,4,2,2,4,3,2,4,2,"BE",1
"9645",5,5,5,4,5,4,5,4,5,5,1,4,4,3,1,4,1,4,4,2,4,4,3,5,1,5,5,"US",2
"9646",4,3,3,2,3,4,5,2,4,4,2,2,2,3,2,2,4,4,2,4,3,2,2,2,4,5,3,"CA",1
"9647",4,5,4,2,4,4,5,5,5,4,2,2,4,5,2,5,1,5,3,1,2,4,5,4,4,3,5,"US",3
"9648",5,2,5,2,3,4,5,3,5,1,5,4,5,1,5,1,1,4,3,5,1,1,5,5,5,1,3,"AZ",3
"9649",4,4,3,2,5,5,5,4,4,1,5,2,4,4,4,1,2,4,4,4,2,2,5,1,5,4,3,"CO",1
"9650",3,2,3,1,4,2,3,1,3,1,5,1,1,1,4,1,4,1,3,4,1,1,4,1,5,1,3,"US",3
"9651",2,4,1,2,2,4,5,2,4,4,4,2,2,2,4,2,4,4,4,4,2,2,4,2,4,2,4,"PH",3
"9652",5,4,5,4,5,5,5,2,4,5,3,4,2,5,3,4,2,5,5,3,2,4,5,5,2,1,3,"US",1
"9653",4,3,3,4,2,2,5,2,3,3,4,2,2,3,4,2,3,3,3,4,2,2,4,2,4,3,2,"GB",1
"9654",5,5,5,4,5,4,5,5,5,4,1,3,5,5,3,4,2,5,3,2,3,1,5,5,2,3,5,"US",2
"9655",5,4,2,4,1,5,5,3,5,3,3,1,1,4,4,1,4,2,5,5,2,1,2,2,2,5,3,"US",1
"9656",5,4,4,2,2,4,4,4,5,4,2,3,3,4,1,4,1,5,3,2,3,2,4,4,3,4,4,"GB",3
"9657",5,3,3,2,5,5,5,3,4,2,4,2,2,3,2,4,2,5,3,3,5,2,5,5,4,2,2,"US",3
"9658",4,3,3,5,4,4,5,3,3,3,2,2,4,4,2,3,2,4,5,4,3,3,4,4,4,3,3,"HR",3
"9659",3,4,3,2,3,3,4,4,3,3,1,3,4,3,1,3,2,3,2,2,3,2,2,2,4,3,3,"NZ",2
"9660",1,1,1,1,1,1,2,1,1,3,3,1,1,2,5,1,5,1,1,3,1,1,1,1,1,1,1,"US",1
"9661",4,3,1,1,3,3,5,2,4,3,4,1,1,1,4,2,5,5,2,3,1,2,4,4,5,1,1,"NO",2
"9662",4,5,5,4,2,4,5,4,4,3,5,2,4,5,4,4,1,2,3,5,2,1,4,3,4,1,2,"GB",1
"9663",3,3,2,1,5,2,3,4,2,2,2,1,1,2,1,3,1,2,5,2,5,4,5,5,2,5,1,"BS",1
"9664",4,1,3,5,3,1,5,1,5,4,1,1,5,4,1,5,2,3,1,2,1,1,3,1,2,1,1,"US",1
"9665",5,5,5,2,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,2,1,5,5,5,1,5,5,"GB",2
"9666",5,4,5,5,5,5,5,4,5,5,5,4,5,5,4,3,1,5,5,1,1,4,5,5,1,3,5,"US",1
"9667",4,4,4,4,2,2,5,2,4,1,5,1,2,4,4,2,3,1,3,5,2,3,2,1,5,2,1,"FI",1
"9668",5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,"US",1
"9669",5,4,5,1,3,5,1,2,3,4,5,3,5,4,2,3,4,5,3,2,4,3,4,3,1,3,2,"BS",1
"9670",4,2,4,4,5,3,4,3,4,1,4,3,3,4,3,2,4,3,3,4,4,3,4,3,5,1,2,"NL",2
"9671",3,1,2,2,2,3,4,2,2,1,4,2,2,3,2,1,2,1,1,5,1,1,4,1,4,1,1,"GB",1
"9672",4,5,2,4,2,4,4,3,5,4,2,4,4,3,3,2,2,4,1,2,3,3,5,4,2,3,4,"GB",1
"9673",5,3,2,4,4,3,5,4,3,2,4,4,1,2,4,4,5,4,1,4,3,2,4,1,5,1,2,"GB",1
"9674",5,5,5,4,4,5,5,5,4,1,1,3,2,4,1,1,4,5,4,4,5,2,5,3,5,2,5,"US",3
"9675",4,4,3,4,3,4,5,3,3,3,3,2,3,4,3,4,4,4,3,4,3,2,4,3,4,2,2,"CA",2
"9676",5,1,1,2,2,1,4,2,2,4,4,2,2,2,4,1,1,2,1,4,1,1,4,1,5,1,1,"US",1
"9677",4,2,3,2,2,1,2,3,3,2,4,2,2,2,2,4,3,2,2,4,3,1,2,2,3,1,1,"US",1
"9678",3,4,2,2,3,2,3,2,4,3,4,1,1,2,5,5,1,3,1,5,1,1,5,1,5,1,2,"US",1
"9679",4,4,4,4,4,4,4,3,4,3,4,2,4,4,4,4,1,4,3,3,2,1,4,2,4,2,3,"US",1
"9680",5,1,1,3,1,1,4,1,1,1,5,1,1,1,5,1,5,1,1,5,1,1,1,1,5,1,1,"GB",1
"9681",5,4,5,5,5,4,5,3,5,2,5,4,1,4,4,2,5,4,2,4,1,4,4,3,5,5,3,"CA",1
"9682",3,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,4,3,2,4,1,2,2,2,4,2,2,"GB",1
"9683",5,2,5,3,3,2,5,5,2,4,3,2,2,5,1,2,5,2,2,2,3,1,5,3,5,3,2,"US",1
"9684",2,2,2,2,2,1,2,3,4,4,2,2,1,4,1,1,1,3,4,4,1,1,1,1,3,1,1,"GB",1
"9685",4,4,2,3,3,1,4,2,4,2,2,2,2,2,1,3,2,3,1,2,2,1,1,2,2,5,2,"FI",1
"9686",3,1,3,2,3,3,2,1,3,4,3,2,3,3,4,2,3,2,1,5,1,1,1,2,5,1,1,"GB",1
"9687",5,4,4,5,4,5,5,5,5,4,3,5,3,3,3,3,2,4,3,3,4,4,4,4,5,3,3,"GB",1
"9688",5,4,2,4,5,5,5,3,5,4,2,4,3,5,4,4,2,3,3,4,2,2,4,1,5,1,3,"GB",1
"9689",2,1,1,1,2,2,3,1,5,4,3,1,1,4,2,2,2,4,2,2,1,2,3,1,5,4,1,"JO",2
"9690",5,1,3,3,1,1,5,1,1,1,5,1,1,1,5,1,5,1,5,5,1,4,5,1,5,1,1,"DK",3
"9691",5,4,4,4,4,5,4,5,4,4,5,2,2,2,4,1,1,2,4,5,2,2,3,3,2,2,5,"LV",2
"9692",5,4,2,4,5,5,5,4,5,2,5,1,1,3,2,3,3,4,4,3,4,3,3,3,4,1,5,"BA",1
"9693",2,4,3,4,1,2,5,4,2,1,5,1,1,3,5,1,4,5,3,4,1,2,4,4,5,1,3,"GB",1
"9694",2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,4,4,2,3,2,2,4,2,2,2,2,"US",1
"9695",2,1,2,3,1,4,3,3,4,1,2,2,2,2,2,3,2,1,1,4,1,1,1,1,3,2,1,"HR",2
"9696",5,4,4,5,5,5,5,4,5,4,1,4,5,4,1,4,1,5,4,4,3,3,4,3,4,4,4,"US",3
"9697",5,2,5,4,5,4,5,4,4,4,3,2,2,4,4,2,2,4,3,4,2,1,4,4,5,1,2,"US",1
"9698",4,3,3,4,4,4,4,2,3,2,4,3,3,3,5,3,4,2,4,1,4,4,3,3,3,3,2,"CA",3
"9699",4,2,3,2,1,1,4,2,2,4,4,1,4,3,2,1,4,2,1,4,1,1,1,1,5,1,1,"SG",1
"9700",4,4,4,4,4,5,4,3,4,4,2,4,3,4,3,3,2,3,3,3,2,3,4,3,5,2,4,"NZ",1
"9701",3,5,3,2,4,3,3,3,4,2,3,3,1,4,3,3,4,3,4,3,2,4,5,3,3,2,4,"PL",1
"9702",4,4,4,2,2,4,4,4,5,3,2,4,4,3,2,3,1,5,4,4,2,3,4,3,3,4,4,"SE",2
"9703",5,4,5,4,5,5,5,3,5,3,3,4,1,4,5,1,2,5,5,2,2,5,5,5,4,3,5,"US",1
"9704",3,1,1,3,1,1,4,1,4,4,2,2,1,3,5,1,3,2,1,4,1,1,2,1,5,1,1,"US",1
"9705",2,2,2,1,2,2,4,2,1,2,2,2,2,2,4,2,2,1,2,4,1,2,4,2,2,1,1,"US",2
"9706",4,3,3,4,4,5,5,3,4,4,2,2,3,4,4,1,4,2,5,4,2,1,4,2,2,4,3,"US",1
"9707",5,4,4,4,4,4,4,3,4,2,4,2,1,4,4,2,2,2,4,4,4,2,4,4,4,2,2,"US",1
"9708",5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,1,1,4,5,3,1,3,5,5,5,3,4,"JM",1
"9709",5,5,4,4,4,5,5,3,5,4,1,3,4,4,1,3,2,5,3,1,2,1,5,5,5,1,5,"US",1
"9710",4,4,3,3,4,3,5,3,4,4,4,3,4,5,4,3,3,5,4,3,2,4,5,3,3,1,3,"ID",3
"9711",5,2,3,2,5,5,5,2,5,1,5,1,1,3,5,3,4,1,3,3,4,2,4,3,3,4,2,"BR",1
"9712",5,3,3,2,3,2,4,3,3,4,2,3,4,3,4,4,4,3,3,2,2,2,2,3,2,2,1,"US",1
"9713",2,2,1,2,1,3,4,1,4,3,2,1,1,4,4,5,5,2,2,2,1,1,1,1,1,1,1,"US",1
"9714",4,3,2,1,2,3,4,3,4,3,4,3,2,2,5,2,2,4,2,1,3,4,5,4,2,1,2,"US",2
"9715",5,4,4,3,5,5,5,4,5,2,4,4,2,3,3,5,3,3,3,3,1,3,5,3,5,1,5,"US",1
"9716",2,3,4,4,2,1,4,3,4,4,2,4,4,4,2,2,3,3,2,2,1,4,3,2,5,1,3,"US",1
"9717",4,2,2,4,2,2,4,2,2,4,4,2,4,3,4,2,4,2,2,4,2,2,4,2,2,2,2,"US",1
"9718",4,2,2,2,2,2,4,2,2,4,4,2,2,2,2,2,4,4,2,4,2,0,4,2,4,2,2,"US",1
"9719",5,3,5,5,5,5,1,1,5,2,4,1,1,4,1,1,5,5,3,5,5,1,5,1,5,3,1,"US",1
"9720",5,5,3,1,3,1,5,5,5,5,1,5,1,4,1,5,1,5,5,3,4,5,5,3,1,1,5,"US",1
"9721",5,5,5,4,4,5,5,5,5,3,3,3,2,4,3,3,1,4,4,3,4,2,4,3,5,4,2,"CA",2
"9722",5,4,4,3,5,4,5,2,4,4,2,2,3,5,2,1,2,2,1,2,2,1,3,2,5,1,2,"US",1
"9723",5,2,3,4,4,3,5,2,5,4,4,2,2,2,3,3,1,2,2,3,3,2,4,3,2,3,2,"CA",1
"9724",5,5,4,4,5,5,5,4,5,4,4,5,3,3,2,3,1,3,3,1,4,4,4,5,4,5,4,"US",1
"9725",4,2,2,2,3,4,4,2,3,2,5,3,2,2,4,2,2,2,2,3,1,2,4,2,4,1,1,"US",3
"9726",5,5,5,5,5,5,5,5,5,5,4,5,5,5,1,5,2,5,5,4,5,3,5,5,4,5,5,"US",2
"9727",4,2,1,2,4,4,4,2,4,2,1,3,2,1,2,4,4,4,4,4,2,4,4,2,2,2,2,"US",1
"9728",5,5,5,5,5,5,5,5,5,4,5,3,3,5,5,5,3,5,1,5,1,1,5,5,5,1,5,"PH",1
"9729",4,4,2,3,2,1,4,1,3,4,3,2,4,4,2,4,3,2,2,4,1,1,1,2,5,1,1,"US",1
"9730",5,5,5,1,5,1,1,5,3,1,5,1,1,1,3,1,1,5,5,3,5,3,5,5,1,4,3,"GB",2
"9731",5,4,4,2,5,5,5,5,5,5,1,4,4,4,1,1,1,5,5,1,2,4,5,4,1,5,5,"CA",1
"9732",4,3,5,5,4,5,5,3,4,5,1,5,4,5,1,4,1,5,2,3,2,2,3,3,5,2,3,"US",1
"9733",4,4,3,4,5,4,4,2,5,5,4,2,1,4,5,4,4,3,1,3,1,3,4,2,4,1,3,"CA",3
"9734",3,2,3,3,2,1,3,2,4,2,4,2,2,3,5,4,2,3,1,4,1,2,2,4,5,1,1,"US",1
"9735",5,3,2,4,5,5,5,5,3,4,1,2,3,4,1,4,1,4,5,2,3,2,4,5,5,1,3,"US",1
"9736",5,3,3,5,5,5,5,4,5,4,2,2,5,5,4,2,4,5,2,5,5,3,5,2,5,2,5,"BR",1
"9737",5,3,4,4,5,4,5,4,4,5,2,3,4,5,2,4,2,4,4,2,3,3,4,4,1,5,3,"US",1
"9738",3,3,1,1,2,4,4,1,4,4,3,1,1,2,3,4,4,3,2,3,1,2,2,1,4,1,2,"AU",1
"9739",5,5,3,5,5,5,5,5,5,4,3,5,1,5,1,5,1,5,5,1,5,1,5,5,4,1,5,"US",3
"9740",2,5,4,5,4,5,5,3,5,5,3,3,1,5,2,4,2,4,4,4,3,3,4,4,2,2,2,"US",3
"9741",5,4,3,4,4,4,5,5,5,3,4,2,2,3,3,3,3,3,2,3,3,2,3,3,4,2,4,"US",1
"9742",4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,4,3,3,4,3,3,3,4,3,3,"US",3
"9743",2,4,4,3,3,3,2,4,5,5,1,4,4,5,4,5,3,5,4,4,3,3,4,2,2,1,3,"US",3
"9744",5,0,3,4,5,5,4,3,5,4,2,2,2,5,4,2,2,2,3,4,3,1,3,2,4,2,2,"US",1
"9745",4,5,3,5,4,3,5,4,5,4,2,2,4,4,2,4,1,4,4,3,3,3,4,4,4,1,4,"US",1
"9746",5,5,5,4,5,5,5,5,5,3,3,3,1,5,2,1,2,5,5,3,4,3,5,5,4,5,5,"US",3
"9747",3,4,3,3,1,3,3,4,3,3,4,2,3,4,3,2,3,3,1,4,1,1,1,1,5,1,1,"US",3
"9748",5,4,4,4,4,4,5,4,4,2,4,4,2,4,5,1,4,2,4,2,4,2,2,2,4,2,4,"AU",1
"9749",4,5,5,3,5,3,4,4,4,4,2,4,3,4,2,3,2,5,3,2,5,4,5,4,2,4,4,"US",2
"9750",5,5,4,5,4,5,5,3,5,2,5,3,2,3,5,2,3,4,3,5,4,3,5,5,5,1,1,"TH",3
"9751",5,5,5,5,5,5,5,5,5,2,2,2,5,5,1,1,2,5,5,1,5,2,5,5,2,5,5,"US",1
"9752",4,4,4,5,4,4,5,5,4,3,2,3,3,4,4,3,2,5,4,3,2,2,4,3,4,4,3,"AU",1
"9753",4,5,5,4,5,4,5,5,5,2,1,1,1,5,1,1,1,5,5,2,5,1,4,2,5,5,3,"US",3
"9754",5,5,5,5,5,4,5,3,5,4,2,5,2,5,1,5,1,5,2,2,3,5,2,5,1,1,3,"IN",1
"9755",5,4,3,4,4,4,5,2,4,4,2,2,1,3,2,2,2,3,3,5,3,1,2,2,2,1,4,"US",1
"9756",4,1,1,2,1,1,4,2,4,1,3,2,1,3,4,4,2,1,1,3,1,1,4,2,4,1,1,"US",1
"9757",5,5,4,5,5,5,5,4,5,4,4,4,3,4,2,3,3,3,4,2,3,1,3,3,5,1,4,"US",1
"9758",4,3,3,4,4,4,4,3,5,4,2,3,2,4,2,5,1,4,2,3,2,2,3,5,5,3,3,"AU",3
"9759",5,5,4,2,5,5,4,4,5,4,1,3,2,5,1,3,3,5,2,2,4,4,5,4,2,4,5,"CA",2
"9760",4,3,2,3,3,3,4,2,3,2,4,2,2,2,2,2,2,4,3,4,3,3,3,2,3,3,2,"US",1
"9761",4,3,3,4,3,3,5,3,4,5,4,3,5,4,5,3,2,3,3,1,3,3,4,4,2,1,2,"AU",3
"9762",5,5,4,5,5,4,5,2,5,2,5,4,5,3,4,4,2,5,3,4,4,1,3,4,5,1,5,"US",1
"9763",5,4,5,5,4,5,5,3,4,5,2,2,5,5,2,5,1,4,4,2,3,3,4,3,2,4,4,"US",1
"9764",5,4,5,5,5,2,5,4,4,2,4,3,4,4,4,4,1,1,3,5,2,1,2,4,5,1,3,"EE",1
"9765",5,4,4,4,5,5,5,5,4,2,5,2,2,3,3,2,4,4,5,5,4,1,3,3,4,3,3,"IN",1
"9766",4,4,4,5,4,5,5,4,4,4,3,2,4,3,3,3,3,5,3,3,4,2,5,4,3,2,5,"PH",1
"9767",4,5,4,5,5,5,4,4,5,3,2,3,3,4,4,4,2,2,4,3,2,1,5,4,1,1,5,"GB",2
"9768",5,5,5,3,5,1,5,5,5,5,1,5,3,5,1,3,1,1,5,1,1,5,5,5,3,5,5,"LT",3
"9769",4,3,3,2,3,4,5,2,4,3,5,2,1,2,4,3,3,2,3,2,2,4,4,4,2,2,1,"US",1
"9770",5,3,3,3,4,4,5,2,2,5,1,4,3,4,1,4,3,3,3,1,4,3,3,3,5,4,2,"IN",1
"9771",4,4,4,4,4,4,4,3,4,3,4,2,3,4,4,3,2,3,3,2,2,2,4,3,2,3,4,"GB",2
"9772",5,1,2,1,2,2,5,2,2,5,1,1,2,2,2,2,4,4,2,4,1,1,1,2,5,1,1,"IN",1
"9773",5,4,3,5,4,5,5,4,5,3,4,3,2,2,3,3,4,3,3,3,2,1,4,4,5,1,2,"AU",3
"9774",5,5,5,5,5,5,5,5,5,5,1,4,5,5,1,5,1,5,5,1,5,1,5,5,5,1,5,"IN",1
"9775",5,3,4,4,3,4,5,4,4,2,4,3,2,3,3,2,4,3,3,4,4,2,3,3,3,2,2,"AU",1
"9776",5,4,3,2,5,5,5,3,4,4,3,3,2,4,1,2,2,5,4,2,5,3,5,3,2,3,2,"IN",1
"9777",5,5,4,4,4,5,5,5,4,4,1,2,2,4,2,2,1,4,5,4,5,4,5,4,1,5,4,"AU",1
"9778",5,4,5,4,5,5,5,4,4,5,1,5,5,4,1,5,1,5,5,1,4,5,5,5,4,1,3,"US",1
"9779",5,5,5,5,5,4,5,1,5,5,3,5,3,5,3,3,1,5,3,5,5,1,5,5,5,5,4,"US",3
"9780",4,4,3,4,4,5,5,4,5,4,2,2,2,3,2,3,1,3,2,3,4,4,5,4,2,2,1,"GR",1
"9781",4,4,4,2,2,2,5,3,4,3,3,2,2,5,4,1,4,4,4,4,2,3,4,2,1,5,2,"IE",1
"9782",5,4,4,5,4,5,5,4,5,4,2,2,2,4,5,3,4,3,2,4,3,1,4,4,5,4,4,"US",1
"9783",4,4,4,3,3,3,4,4,4,4,3,2,3,3,2,2,2,3,3,3,3,1,4,4,5,4,4,"CA",1
"9784",3,4,3,3,3,2,4,4,3,2,3,4,4,4,3,4,3,4,3,4,2,4,3,3,2,1,3,"PH",3
"9785",4,5,4,4,5,5,4,4,5,5,1,4,4,5,1,3,2,4,3,4,2,2,5,4,3,2,5,"US",1
"9786",3,4,3,3,3,2,3,4,3,2,3,4,4,4,3,4,3,5,2,4,2,4,4,0,2,1,3,"PH",3
"9787",4,4,4,2,2,3,4,2,4,3,4,2,2,4,4,4,4,4,3,4,2,2,2,4,4,2,2,"GB",2
"9788",5,4,4,4,5,5,5,5,5,4,3,3,2,4,5,5,4,4,5,2,3,4,5,5,5,3,2,"IN",3
"9789",4,2,4,4,2,2,5,3,5,3,2,4,2,3,1,4,1,4,2,4,2,3,4,2,3,4,3,"US",2
"9790",4,2,3,2,2,2,5,3,3,4,3,2,3,4,4,4,2,4,4,4,2,1,4,3,5,3,3,"GB",2
"9791",4,3,1,2,4,3,4,3,4,2,4,3,2,2,4,1,3,4,2,5,2,1,4,3,5,1,3,"GB",3
"9792",5,5,4,5,5,4,5,5,5,3,5,3,2,4,5,2,2,4,1,5,1,3,2,3,4,3,5,"IT",1
"9793",5,5,4,2,5,4,5,3,4,4,3,3,3,3,3,3,3,4,5,2,4,3,3,5,3,1,4,"RS",3
"9794",4,3,3,3,3,3,4,4,3,4,3,3,3,3,4,3,2,4,2,3,3,3,4,3,4,2,2,"GB",1
"9795",5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1,5,5,5,5,1,3,5,"DE",1
"9796",5,4,5,5,5,5,5,4,4,3,1,3,3,4,2,4,1,5,4,2,4,3,3,4,5,5,3,"US",2
"9797",5,5,4,3,5,5,5,3,5,5,5,3,3,4,3,3,1,5,5,3,4,4,5,5,1,3,4,"GB",1
"9798",4,1,4,5,5,5,5,2,4,1,5,2,2,5,1,4,5,2,2,5,1,1,5,1,5,3,1,"RO",1
"9799",4,4,4,5,4,4,4,4,4,2,3,3,4,5,3,2,2,3,4,3,3,4,3,2,4,4,3,"RO",1
"9800",3,3,3,4,4,4,3,2,2,4,3,2,2,4,4,1,4,4,3,2,4,2,3,2,1,2,2,"US",3
"9801",4,3,3,4,3,4,4,3,3,3,4,2,3,3,4,2,4,3,3,3,3,3,3,2,3,2,3,"BR",3
"9802",4,2,1,1,2,3,2,1,2,1,5,1,2,3,5,1,5,3,1,4,3,1,2,1,5,1,1,"CA",1
"9803",4,5,4,5,5,4,5,4,5,3,5,2,4,4,5,3,4,3,2,1,2,4,4,2,3,5,4,"US",1
"9804",5,4,4,4,3,2,4,2,4,3,2,2,4,4,4,2,3,2,2,3,2,3,1,2,5,4,3,"CA",1
"9805",5,5,2,4,4,5,5,3,5,2,5,1,1,2,5,1,2,4,2,2,4,3,3,3,5,1,4,"AU",1
"9806",2,4,4,4,1,2,4,1,4,5,2,2,2,4,2,4,1,3,4,2,2,1,4,2,4,3,1,"PE",1
"9807",5,5,5,1,5,4,4,4,5,3,1,3,4,5,1,5,2,5,2,4,2,2,5,3,5,3,2,"GB",3
"9808",5,2,4,4,3,3,4,3,3,3,2,2,3,3,3,2,3,3,4,4,3,2,3,2,4,2,2,"US",3
"9809",4,5,4,4,5,5,5,4,4,4,1,4,4,4,2,3,1,4,4,3,3,1,5,5,2,2,4,"ID",1
"9810",5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,"US",3
"9811",3,4,3,3,4,3,4,1,2,3,2,2,2,4,2,4,2,2,3,3,2,4,4,3,4,4,1,"US",1
"9812",5,2,4,5,5,4,5,3,4,3,4,2,2,3,4,2,3,1,2,5,2,1,2,2,5,1,4,"US",1
"9813",5,4,4,2,4,4,5,2,4,3,3,2,2,4,2,4,3,4,4,3,2,3,4,4,2,3,3,"GB",2
"9814",4,3,3,2,4,5,5,3,3,4,3,3,3,4,3,4,2,3,4,2,2,3,3,3,1,5,3,"US",3
"9815",4,4,4,4,3,4,4,2,4,4,2,3,3,4,2,4,1,4,4,3,2,2,4,3,2,4,4,"LV",2
"9816",5,2,3,4,4,4,4,4,4,3,2,2,2,2,4,2,2,2,4,2,3,2,4,3,1,4,3,"US",3
