"","HSNS1","HSNS2","HSNS3","HSNS4","HSNS5","HSNS6","HSNS7","HSNS8","HSNS9","HSNS10","DDP1","DDP2","DDP3","DDP4","DDN1","DDN2","DDN3","DDN4","DDM1","DDM2","DDM3","DDM4","age","gender","accuracy","country"
"25632",2,3,2,1,2,3,3,1,4,2,1,1,2,1,4,3,1,2,2,2,1,1,21,2,95,"AU"
"25633",5,4,3,3,3,5,4,5,5,3,3,3,4,5,5,4,5,3,4,5,3,4,32,1,80,"HR"
"25634",5,5,4,5,5,4,5,5,5,4,5,5,2,5,5,5,4,4,5,5,4,4,64,1,75,"US"
"25635",1,1,1,1,3,4,1,4,1,2,2,2,4,4,1,1,1,4,2,3,1,1,43,1,90,"BR"
"25636",2,1,4,5,4,5,2,5,5,4,4,4,4,5,5,5,5,4,5,5,5,4,16,3,99,"US"
"25637",5,4,4,1,5,5,5,4,4,4,4,1,5,5,0,4,4,4,4,4,5,3,27,1,100,"US"
"25638",4,2,1,1,1,5,1,3,1,1,1,1,4,5,5,4,4,4,3,3,5,4,18,1,89,"US"
"25639",3,2,4,3,3,4,2,2,5,2,3,3,2,4,4,3,4,4,4,4,4,3,16,1,86,"US"
"25640",2,1,2,1,4,4,1,2,1,2,1,3,4,5,5,4,2,2,2,4,5,3,30,1,75,"US"
"25641",5,3,3,4,5,5,3,5,5,1,5,2,5,5,5,4,5,3,3,4,4,1,22,1,50,"CA"
"25642",4,2,3,2,3,3,4,3,4,4,4,2,4,2,2,1,1,1,1,1,1,1,18,2,80,"FR"
"25643",4,4,4,4,3,3,4,2,3,2,4,4,2,4,2,3,3,3,4,3,3,3,42,2,80,"US"
"25644",4,2,2,3,3,4,4,5,3,4,2,2,4,2,5,4,3,2,4,4,4,3,26,1,75,"US"
"25645",4,3,2,2,4,4,4,4,4,4,4,2,4,4,2,2,2,2,3,4,2,2,18,1,75,"US"
"25646",5,3,4,3,5,4,2,3,5,3,3,4,5,5,4,3,4,3,4,4,4,4,23,1,80,"SE"
"25647",5,1,2,2,1,4,2,2,4,1,4,4,4,4,4,3,3,2,4,4,3,3,14,1,93,"US"
"25648",4,5,5,5,4,4,4,4,5,2,4,3,2,4,5,5,5,3,5,4,5,3,18,2,80,"GB"
"25649",4,5,4,5,2,4,5,4,4,2,3,1,4,4,5,4,4,4,4,4,4,2,29,1,75,"RO"
"25650",3,2,2,1,4,4,4,4,3,1,5,2,2,3,0,0,3,2,3,5,5,5,18,1,3,"US"
"25651",5,1,1,5,5,5,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,40,1,100,"GB"
"25652",2,5,5,1,1,1,2,5,5,1,1,3,4,5,1,1,2,1,1,1,1,1,63,2,100,"IN"
"25653",2,4,3,2,4,5,2,2,4,4,2,4,2,4,4,4,3,2,2,4,2,2,23,1,80,"GB"
"25654",3,3,2,3,3,2,4,2,4,4,3,2,3,4,3,2,2,1,2,4,1,1,13,1,80,"GB"
"25655",2,2,2,4,3,3,3,2,2,2,2,4,2,3,4,4,2,2,2,2,2,2,73,1,95,"GB"
"25656",2,1,1,2,3,3,2,2,1,4,4,4,3,1,2,3,2,2,4,3,2,3,13,1,60,"GB"
"25657",5,4,1,4,4,4,4,4,5,2,5,5,5,5,4,4,5,4,5,4,4,4,17,1,95,"AU"
"25658",5,5,5,3,4,5,5,5,5,4,2,2,4,5,5,1,2,5,4,5,1,4,25,1,80,"US"
"25659",4,3,4,2,1,2,4,2,4,2,4,1,4,5,3,4,2,1,4,2,4,3,17,2,65,"FR"
"25660",4,1,5,5,4,4,1,4,4,5,4,4,5,5,5,5,5,4,4,4,4,4,18,1,90,"FI"
"25661",5,5,5,3,2,5,5,3,3,3,5,2,2,4,4,4,3,2,3,4,5,2,47,1,90,"US"
"25662",5,4,4,4,5,5,4,4,5,2,2,1,5,5,5,5,5,2,1,5,5,4,25,2,90,"US"
"25663",4,4,4,2,5,4,4,2,2,4,4,2,4,4,4,5,3,3,2,2,4,3,31,2,100,"US"
"25664",4,1,1,3,4,4,2,3,4,4,3,4,4,5,5,4,1,3,5,4,4,4,18,1,60,"MX"
"25665",1,3,2,4,5,5,5,5,4,5,5,4,4,5,5,1,2,2,5,4,4,4,33,1,80,"GB"
"25666",3,4,4,2,4,2,4,2,5,2,2,2,2,3,5,2,5,2,4,5,3,4,26,1,90,"DK"
"25667",4,5,4,2,2,4,3,2,5,1,1,2,1,4,3,3,3,2,3,4,2,2,52,2,70,"GB"
"25668",4,2,4,3,4,4,3,4,4,4,4,4,4,4,2,3,4,3,4,3,4,3,22,1,80,"FR"
"25669",5,2,5,5,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,27,1,100,"ES"
"25670",5,4,3,5,3,5,4,5,5,5,4,1,2,5,5,5,5,5,3,5,3,3,29,1,90,"US"
"25671",4,4,4,2,2,3,4,4,4,2,2,1,2,2,2,4,2,2,1,1,1,1,59,1,90,"GB"
"25672",5,4,4,3,5,5,4,4,5,3,2,4,3,4,4,3,3,4,3,2,4,4,23,1,77,"IL"
"25673",3,1,1,4,5,5,1,1,5,1,2,3,2,5,3,3,4,1,4,4,5,4,16,2,80,"GB"
"25674",5,5,2,5,4,5,5,5,5,2,3,4,1,4,5,4,4,2,4,5,4,2,26,1,65,"GB"
"25675",2,3,1,2,4,5,2,3,5,2,4,1,4,5,4,3,4,2,4,4,4,2,33,1,90,"US"
"25676",2,3,4,2,2,4,4,2,3,2,1,1,1,4,4,3,4,2,1,1,4,2,50,1,95,"US"
"25677",4,2,4,4,4,4,4,4,4,4,5,4,5,5,3,2,2,4,4,4,4,4,20,1,90,"US"
"25678",2,1,3,5,4,5,2,4,5,4,3,3,2,4,4,2,4,4,4,4,5,3,16,1,75,"GB"
"25679",1,2,0,0,2,2,4,3,1,1,1,4,1,4,4,4,4,4,1,1,4,1,40,2,99,"US"
"25680",5,1,5,4,3,4,4,4,4,1,1,1,1,4,2,4,1,5,1,3,1,1,16,2,63,"GB"
"25681",4,4,4,2,2,4,4,2,5,1,1,2,2,4,4,3,2,2,3,4,2,1,19,2,90,"US"
"25682",4,4,2,2,4,3,4,2,4,2,1,1,2,4,3,3,2,2,1,1,2,1,52,2,90,"ZA"
"25683",5,2,3,4,3,5,3,5,5,3,3,3,5,0,3,3,3,5,4,4,4,3,21,2,5,"GB"
"25684",4,4,4,2,2,2,4,4,4,2,1,2,1,4,2,4,2,1,2,4,4,1,46,2,90,"US"
"25685",3,2,4,1,1,4,4,3,2,2,2,2,2,3,1,1,1,1,2,4,4,2,21,1,100,"US"
"25686",4,4,4,2,3,4,4,3,4,2,2,3,4,4,3,3,3,3,4,4,5,4,18,2,70,"US"
"25687",5,5,4,1,4,5,4,4,5,5,2,2,4,5,4,4,5,3,2,3,3,2,25,2,70,"GB"
"25688",3,4,2,2,3,4,4,2,4,3,1,1,1,4,2,2,2,2,2,2,2,1,52,2,90,"US"
"25689",5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,26,1,100,"US"
"25690",5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,15,2,100,"US"
"25691",2,4,2,2,2,4,3,2,2,2,2,5,2,2,3,3,2,2,1,2,2,1,48,2,90,"CA"
"25692",4,2,2,2,4,4,2,4,4,5,4,3,4,5,1,2,5,2,4,4,4,3,25,2,90,"US"
"25693",4,1,3,2,2,4,2,4,2,3,4,2,5,4,4,2,2,4,4,5,3,4,41,1,85,"US"
"25694",2,3,4,1,4,5,3,3,4,1,1,1,1,4,5,5,5,3,3,5,4,1,35,1,90,"CA"
"25695",2,1,4,3,3,3,4,2,4,4,4,2,2,1,1,1,4,1,3,4,3,3,20,1,100,"IT"
"25696",5,4,4,2,1,3,4,2,3,2,1,1,1,4,3,3,1,2,1,2,2,1,42,2,99,"AU"
"25697",4,4,4,3,3,4,3,4,2,2,1,3,2,4,4,2,2,2,2,3,3,2,48,2,70,"US"
"25698",4,3,4,2,2,5,4,3,2,2,1,2,3,5,4,2,3,2,2,0,4,2,25,1,90,"US"
"25699",3,5,5,4,2,3,4,1,3,1,1,1,1,3,5,1,4,1,1,1,1,1,29,2,90,"US"
"25700",4,4,3,5,5,5,4,4,4,4,4,5,3,5,5,5,4,4,5,4,5,3,16,2,100,"US"
"25701",0,1,4,4,3,0,4,4,3,2,3,1,0,1,3,4,5,5,4,2,0,3,16,1,88,"US"
"25702",1,1,5,2,2,5,5,1,5,1,4,3,3,3,1,1,1,2,4,5,2,2,19,2,67,"US"
"25703",4,2,2,2,5,4,3,3,4,3,4,5,5,4,3,3,2,0,5,5,5,3,17,1,80,"US"
"25704",5,5,4,2,4,5,5,5,2,1,4,5,5,1,5,5,5,2,3,5,2,4,15,1,84,"US"
"25705",2,2,5,3,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,5,4,4,24,1,100,"US"
"25706",4,3,4,4,4,4,3,3,4,4,2,4,3,4,4,4,4,2,4,5,2,4,12,1,90,"US"
"25707",5,4,1,5,4,5,5,4,2,4,4,2,4,4,4,2,5,3,4,4,4,2,28,2,80,"CZ"
"25708",2,2,2,2,2,3,2,1,2,2,1,1,2,2,3,4,4,2,1,4,3,2,45,1,100,"US"
"25709",2,1,2,2,2,4,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,23,1,90,"US"
"25710",4,5,4,2,4,5,5,4,4,4,1,4,2,5,3,5,2,4,3,4,4,4,22,2,100,"US"
"25711",3,2,4,3,4,2,2,4,4,4,1,1,5,4,4,3,3,3,2,2,2,2,21,1,51,"US"
"25712",4,4,2,2,1,5,4,2,5,1,1,1,2,2,4,3,2,2,1,3,2,2,19,1,95,"US"
"25713",5,1,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,14,2,100,"US"
"25714",5,5,5,4,2,4,5,5,5,4,2,2,3,4,5,5,5,4,4,5,5,3,16,2,70,"CA"
"25715",5,3,3,3,5,5,5,5,3,5,5,4,5,4,4,4,5,4,4,5,4,5,26,1,100,"US"
"25716",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,1,100,"US"
"25717",4,4,4,2,3,4,4,4,4,1,2,2,2,4,4,3,4,3,4,4,4,4,23,1,99,"US"
"25718",4,2,1,2,4,4,1,2,5,1,4,5,5,4,3,3,2,2,1,4,1,1,19,1,85,"US"
"25719",4,2,1,2,4,5,2,3,5,1,1,1,3,4,4,2,2,1,1,4,3,1,22,2,87,"US"
"25720",4,5,5,4,2,3,4,3,5,2,1,3,1,3,4,4,4,2,4,4,4,3,17,1,80,"AU"
"25721",3,3,3,2,4,4,4,2,4,3,2,2,4,4,2,3,3,2,3,4,4,2,0,1,75,"US"
"25722",5,3,5,1,5,5,4,4,1,5,2,1,4,2,4,4,3,4,4,3,4,4,25,1,95,"CA"
"25723",5,5,4,4,2,4,4,3,5,3,4,5,3,4,5,4,4,4,4,5,2,5,16,1,85,"US"
"25724",4,1,2,4,2,4,3,2,4,1,2,2,2,3,4,4,3,4,3,4,4,2,20,2,80,"US"
"25725",4,2,4,3,5,5,4,3,4,4,4,4,4,3,5,5,4,2,2,4,4,2,19,1,70,"US"
"25726",4,2,2,4,4,5,4,2,4,4,2,2,4,4,5,4,4,2,3,4,4,2,29,1,60,"US"
"25727",5,4,5,2,2,3,4,5,4,2,2,1,4,4,4,4,3,4,3,3,4,3,25,1,90,"CO"
"25728",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,29,1,85,"US"
"25729",5,5,5,4,4,4,4,3,5,2,2,2,3,3,5,5,4,5,4,3,5,3,26,1,90,"US"
"25730",5,1,2,4,5,5,1,5,3,5,5,4,5,5,2,1,4,5,4,4,5,3,25,1,98,"US"
"25731",3,5,4,2,2,2,4,2,3,1,1,1,1,2,4,2,3,3,2,4,2,1,22,2,75,"AU"
"25732",5,4,5,4,5,5,4,4,4,4,3,3,4,4,5,5,5,4,4,4,5,4,24,1,90,"US"
"25733",3,2,3,2,4,4,4,4,4,3,2,2,4,4,3,3,4,4,3,4,4,3,29,1,80,"HU"
"25734",5,5,5,5,2,4,5,5,5,1,5,4,2,5,5,5,5,4,5,5,5,5,27,2,75,"US"
"25735",5,5,5,1,3,5,5,3,5,1,1,1,1,4,3,4,4,5,2,2,2,3,30,1,85,"DK"
"25736",3,3,3,2,4,5,4,2,4,2,4,4,2,3,2,2,4,3,2,4,2,2,28,1,90,"HR"
"25737",4,5,5,2,3,4,5,4,4,2,1,1,5,5,1,1,1,1,3,4,4,2,44,1,100,"GB"
"25738",3,4,3,1,1,3,3,2,3,1,1,1,2,4,5,5,4,3,2,3,3,1,21,2,50,"HR"
"25739",2,3,3,2,2,3,3,3,3,3,1,1,4,4,4,1,2,2,1,1,1,1,44,1,80,"AU"
"25740",4,5,4,2,2,3,4,2,3,1,1,1,1,1,4,4,4,1,4,4,1,1,22,2,80,"AU"
"25741",5,5,4,4,3,4,2,3,4,3,2,2,3,5,3,3,2,3,2,3,3,2,24,1,100,"US"
"25742",5,4,5,3,5,5,3,5,5,5,3,4,4,5,4,5,3,2,5,5,4,4,42,1,75,"AU"
"25743",2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,5,5,4,21,1,85,"US"
"25744",4,2,2,2,4,5,2,2,2,2,2,2,3,5,4,2,4,3,4,1,2,2,37,1,80,"US"
"25745",4,2,3,2,2,5,2,2,4,3,4,2,4,4,4,4,3,2,2,4,4,3,25,1,85,"US"
"25746",4,2,4,1,2,4,5,2,2,1,2,2,4,4,4,4,4,4,1,4,4,2,24,1,100,"IT"
"25747",1,1,1,5,5,0,1,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,22,1,91,"MK"
"25748",5,5,4,3,3,5,5,4,5,1,4,4,4,5,5,2,5,1,2,2,4,2,24,1,80,"US"
"25749",3,4,4,3,1,4,5,3,2,1,1,2,4,3,5,4,4,3,3,4,4,4,17,2,100,"US"
"25750",4,3,3,1,4,4,4,4,4,2,4,4,4,4,1,2,3,2,4,4,4,4,27,1,85,"US"
"25751",3,2,4,4,2,4,3,2,3,2,1,1,2,4,4,2,2,2,1,4,2,1,28,1,90,"US"
"25752",3,4,5,4,5,0,5,4,5,2,1,3,5,5,5,5,3,5,3,2,3,1,20,1,95,"US"
"25753",2,4,5,4,4,5,3,1,5,1,4,1,1,1,5,5,1,4,1,1,1,1,16,1,95,"GB"
"25754",2,2,4,2,3,2,1,1,3,1,1,1,1,2,2,2,2,2,1,1,1,1,33,2,100,"HR"
"25755",1,1,1,1,2,4,1,2,1,1,1,1,1,2,4,3,3,1,1,2,2,1,56,2,75,"US"
"25756",1,1,1,2,1,4,2,1,4,1,2,1,2,4,1,1,1,1,1,1,1,1,15,1,95,"US"
"25757",4,4,4,3,3,2,5,2,2,4,4,3,1,1,5,5,5,4,3,5,4,3,17,1,100,"US"
"25758",3,2,2,5,4,5,2,5,4,3,2,2,3,5,4,3,3,5,5,5,5,5,17,2,100,"US"
"25759",5,3,4,3,5,4,4,5,4,4,2,2,4,3,4,3,4,2,3,4,4,2,27,2,90,"US"
"25760",4,3,4,1,2,3,4,2,4,1,2,1,3,2,5,5,3,3,3,3,4,2,21,1,50,"JM"
"25761",4,2,3,2,2,3,4,3,4,2,2,2,2,4,2,2,3,2,1,2,2,1,34,1,90,"HR"
"25762",3,1,1,1,2,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,24,2,95,"US"
"25763",3,4,3,2,4,4,4,4,4,3,1,2,2,2,4,2,2,3,1,4,3,2,21,2,90,"US"
"25764",4,2,5,2,2,2,4,4,4,2,1,1,2,3,4,3,3,2,2,2,3,1,22,2,75,"US"
"25765",4,1,2,2,1,5,1,4,4,1,2,3,5,1,3,3,2,1,1,2,1,1,22,1,75,"US"
"25766",3,1,4,2,5,4,2,2,4,2,2,1,3,2,5,4,3,3,2,4,2,2,22,1,91,"US"
"25767",4,4,4,1,1,4,3,1,4,1,1,1,2,3,3,1,2,2,1,3,1,1,18,2,89,"US"
"25768",5,5,4,2,4,4,5,5,4,2,1,1,1,4,5,5,3,4,2,4,2,2,17,2,65,"US"
"25769",4,2,4,4,2,4,4,2,5,1,4,2,2,3,4,2,2,2,4,2,2,2,34,1,70,"US"
"25770",1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,23,1,90,"HR"
"25771",2,2,2,4,5,2,1,4,2,4,4,5,4,4,4,4,4,4,4,5,5,4,26,1,50,"US"
"25772",5,1,2,5,5,5,1,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,21,1,90,"AT"
"25773",4,2,5,2,2,5,4,4,2,1,1,2,3,2,4,4,2,2,2,2,4,2,23,1,80,"HR"
"25774",4,2,4,2,4,4,2,2,4,2,2,2,2,2,4,4,2,2,2,4,4,2,24,2,87,"US"
"25775",2,2,5,3,3,4,4,5,4,4,4,1,4,4,4,3,3,4,4,1,4,4,26,1,85,"US"
"25776",4,2,3,2,2,4,3,4,3,3,2,2,1,4,4,2,0,1,3,4,2,1,59,1,85,"US"
"25777",2,3,1,1,5,2,3,4,4,1,1,1,3,5,4,4,1,1,1,4,4,1,42,2,75,"US"
"25778",4,3,2,2,4,4,4,4,2,5,2,1,3,5,1,1,1,0,1,1,1,1,22,2,70,"BR"
"25779",5,1,2,1,4,3,3,4,4,4,1,2,2,5,3,2,2,2,1,4,5,1,30,1,77,"GB"
"25780",2,3,4,2,3,4,3,2,4,2,1,2,1,4,4,3,3,1,2,4,4,2,35,1,70,"US"
"25781",5,5,4,2,3,5,5,4,4,1,3,3,4,4,3,3,3,1,5,5,2,3,15,2,100,"US"
"25782",2,1,2,1,2,5,1,4,1,3,5,5,5,2,1,1,1,2,2,4,4,4,21,1,99,"TR"
"25783",4,3,5,4,3,4,2,3,5,2,5,2,4,4,5,5,4,2,1,2,2,2,19,2,99,"IR"
"25784",3,1,4,1,5,5,1,4,3,2,4,3,5,5,3,2,5,4,4,5,5,4,21,2,99,"NG"
"25785",3,5,5,4,1,3,5,1,3,1,1,1,1,3,4,4,3,3,4,2,2,1,28,2,90,"GB"
"25786",5,4,1,4,2,4,4,4,4,4,4,3,5,5,5,5,5,5,5,4,5,5,26,1,96,"US"
"25787",4,2,3,1,3,5,4,2,1,1,1,1,1,4,2,3,1,1,1,1,1,1,23,2,100,"TR"
"25788",4,1,1,3,4,4,2,4,3,5,5,5,5,5,5,4,3,4,5,5,3,5,22,1,95,"US"
"25789",5,4,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,1,4,5,5,3,33,1,98,"US"
"25790",4,2,4,4,4,4,2,4,4,4,3,2,4,4,4,4,4,2,4,4,4,4,33,2,95,"US"
"25791",5,4,4,2,4,4,4,5,4,3,2,2,2,3,4,4,4,2,3,4,4,3,27,2,100,"US"
"25792",4,1,2,2,3,4,3,2,5,1,3,1,3,3,4,2,4,2,4,4,3,3,16,1,90,"US"
"25793",4,5,4,4,3,3,4,4,4,1,2,1,3,4,4,4,4,2,4,3,4,4,33,1,90,"SE"
"25794",5,4,4,2,2,3,4,4,4,2,1,1,2,2,3,2,1,1,1,4,2,1,22,2,90,"AU"
"25795",2,1,3,5,5,2,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,14,2,100,"US"
"25796",4,5,5,4,2,2,3,4,4,4,1,1,1,1,3,2,2,1,1,4,3,2,14,2,90,"US"
"25797",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,26,1,90,"US"
"25798",1,1,1,1,5,5,1,1,1,1,5,1,5,5,5,5,5,5,5,0,5,1,30,1,100,"US"
"25799",5,4,4,5,5,5,5,5,5,3,4,4,5,5,4,4,5,5,4,5,4,3,42,1,90,"CA"
"25800",3,2,2,2,2,4,5,5,2,2,3,2,2,2,4,4,3,2,4,3,3,2,38,1,88,"US"
"25801",4,1,2,4,5,2,1,4,4,2,1,1,5,1,4,1,2,1,1,4,2,2,18,2,60,"US"
"25802",4,2,1,4,4,2,4,4,1,3,4,3,4,3,4,4,5,4,4,4,5,3,17,1,100,"US"
"25803",4,1,2,5,4,5,1,5,2,5,5,5,5,5,3,3,4,4,4,4,4,4,18,1,100,"US"
"25804",1,1,5,5,1,5,1,1,5,5,5,5,1,5,1,1,1,1,1,5,1,5,14,2,100,"US"
"25805",4,4,3,4,4,5,2,1,5,2,4,2,5,4,2,1,3,1,1,3,1,1,23,2,85,"AU"
"25806",2,3,5,2,4,3,4,2,4,1,2,3,2,4,5,4,3,2,2,5,3,2,20,2,80,"US"
"25807",4,3,4,4,3,5,3,3,4,1,2,3,4,5,4,4,4,3,4,5,2,3,18,1,85,"AU"
"25808",4,5,4,3,4,5,4,3,5,3,2,3,2,4,4,4,1,2,2,1,2,1,29,1,50,"US"
"25809",3,2,1,2,1,2,4,1,2,1,1,2,2,4,5,4,5,2,2,5,5,2,16,1,95,"US"
"25810",4,3,5,3,3,5,4,2,4,1,3,1,1,3,4,4,4,3,3,4,2,2,16,1,90,"US"
"25811",4,4,5,1,2,4,5,2,2,1,2,2,2,2,4,4,2,2,2,4,3,3,18,2,83,"CA"
"25812",4,3,3,2,3,4,3,3,4,1,3,2,3,5,3,3,2,2,2,4,2,2,20,1,80,"CA"
"25813",5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,1,5,5,5,5,2,5,17,1,100,"US"
"25814",4,1,2,3,3,0,1,3,4,4,2,2,4,4,4,4,4,1,1,1,1,2,18,1,75,"CA"
"25815",5,2,5,2,5,5,4,4,4,4,5,5,2,5,5,4,4,2,5,5,2,5,23,1,99,"US"
"25816",2,2,4,4,4,5,4,4,5,4,4,2,4,4,4,3,5,2,4,5,3,3,24,1,90,"AU"
"25817",4,1,1,1,4,2,1,4,5,1,4,5,4,5,3,1,1,2,1,4,1,2,18,1,100,"US"
"25818",5,4,5,2,2,2,5,5,5,1,1,1,5,2,5,3,5,3,1,5,5,4,18,1,88,"US"
"25819",5,2,4,2,3,2,3,4,4,2,2,2,4,3,5,5,5,3,4,4,4,2,20,1,90,"US"
"25820",4,1,1,1,3,5,2,2,4,2,2,1,4,5,4,2,4,2,2,4,3,1,19,1,89,"CA"
"25821",5,3,4,3,4,5,4,3,4,3,3,2,3,4,5,3,2,3,3,4,2,2,16,1,45,"US"
"25822",2,3,3,3,3,4,3,4,3,2,1,1,2,4,4,3,4,1,2,3,3,2,23,1,80,"US"
"25823",4,4,4,3,4,4,4,3,4,4,3,3,5,3,4,3,3,3,4,4,5,4,18,1,60,"CA"
"25824",4,4,5,4,4,4,4,4,4,4,3,3,3,4,4,4,5,3,3,5,3,3,19,1,70,"CA"
"25825",4,3,5,3,2,5,4,2,4,3,1,3,3,5,4,1,1,3,2,4,2,1,19,1,75,"CA"
"25826",5,4,4,2,3,5,4,2,5,3,4,1,2,4,4,3,0,4,2,4,3,2,15,1,80,"US"
"25827",4,4,5,1,4,4,4,5,5,2,1,1,4,5,5,1,5,2,2,4,2,1,27,1,80,"US"
"25828",2,5,4,3,3,3,4,2,2,1,2,4,4,4,2,2,4,1,2,4,1,2,19,1,10,"US"
"25829",4,2,2,2,3,5,4,3,4,3,1,1,2,5,3,2,2,2,4,2,1,1,23,1,30,"US"
"25830",2,4,5,2,5,5,4,1,4,3,1,1,4,5,5,4,5,3,4,5,2,2,21,1,85,"US"
"25831",4,4,4,3,3,3,4,4,5,2,1,4,2,4,4,2,2,2,4,5,3,4,19,1,80,"US"
"25832",4,1,2,1,1,5,2,1,4,1,1,1,2,5,4,5,4,2,1,3,4,1,23,1,90,"US"
"25833",4,2,3,2,4,3,2,2,4,2,4,1,4,3,2,2,2,2,1,4,2,2,18,1,80,"US"
"25834",4,4,2,2,3,3,3,4,2,4,2,2,4,3,4,3,4,2,1,1,2,1,16,1,76,"US"
"25835",5,5,0,4,4,5,5,4,4,2,3,3,4,4,5,3,5,3,3,2,4,4,16,1,90,"CA"
"25836",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,1,95,"US"
"25837",5,4,5,2,4,4,5,4,5,4,1,2,4,3,5,5,4,4,2,4,4,3,21,1,42,"US"
"25838",5,4,5,1,1,4,4,5,5,2,2,4,4,5,4,1,3,4,2,4,5,3,18,1,80,"GB"
"25839",4,5,5,5,1,5,5,1,5,4,2,1,1,2,5,5,1,1,3,2,4,1,19,2,90,"US"
"25840",5,2,5,4,4,4,2,5,5,4,1,1,2,5,4,1,3,2,1,3,2,1,18,2,50,"AU"
"25841",2,4,4,2,1,4,4,4,4,1,3,1,4,5,4,4,4,2,2,3,4,1,17,1,74,"US"
"25842",5,4,5,2,3,5,5,3,4,4,2,1,2,5,5,3,3,2,4,4,2,2,23,1,75,"US"
"25843",4,2,3,4,3,4,4,4,4,2,5,2,4,4,5,5,4,4,3,5,5,3,19,1,98,"US"
"25844",4,4,4,2,3,3,4,3,4,4,2,2,4,5,4,3,2,3,2,4,2,3,23,1,75,"GB"
"25845",5,4,4,1,4,5,5,4,5,1,3,2,2,3,4,4,1,4,2,5,1,2,19,1,25,"US"
"25846",4,4,5,4,5,4,4,5,5,5,5,5,3,5,5,4,1,5,2,5,4,1,20,3,30,"CL"
"25847",5,3,5,2,2,0,5,3,5,5,2,5,3,5,3,5,2,1,4,4,2,3,18,1,7,"US"
"25848",5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,2,5,2,5,1,1,20,1,60,"CA"
"25849",5,4,4,4,4,4,1,5,5,4,5,4,5,2,5,5,5,4,5,5,5,4,18,1,98,"US"
"25850",2,4,5,2,4,1,3,2,4,3,4,3,4,4,5,4,4,1,3,4,1,1,19,2,75,"US"
"25851",4,3,4,2,3,4,4,4,5,5,3,2,2,4,4,3,3,2,3,3,2,3,19,1,76,"CA"
"25852",5,3,5,4,5,4,1,5,4,2,1,2,3,5,5,5,5,3,4,5,3,3,16,1,93,"US"
"25853",5,4,5,5,4,5,5,4,5,3,1,3,3,5,5,5,2,4,3,4,2,3,20,1,50,"US"
"25854",3,2,2,2,2,3,2,3,4,4,2,3,4,2,3,3,2,1,3,5,3,4,19,1,50,"US"
"25855",4,1,2,4,1,4,4,4,4,2,1,2,2,4,3,4,3,1,1,4,4,1,18,1,90,"AU"
"25856",2,4,4,3,3,4,4,3,3,3,4,4,4,4,5,4,3,3,3,5,4,3,20,1,90,"US"
"25857",2,4,4,2,2,4,4,4,4,2,4,2,2,3,3,3,1,4,4,4,2,2,33,2,100,"SE"
"25858",3,4,2,2,4,4,4,4,4,4,5,3,5,4,3,2,4,2,2,5,2,3,20,1,20,"US"
"25859",5,5,3,5,3,5,5,5,5,3,2,4,2,5,3,5,1,4,4,5,4,3,18,2,60,"US"
"25860",3,4,5,1,1,4,3,1,3,1,1,1,1,3,3,3,1,1,1,1,1,1,22,1,80,"US"
"25861",5,5,5,1,5,5,5,5,1,1,5,5,5,5,5,3,1,5,5,5,5,5,19,1,100,"NZ"
"25862",5,5,5,1,1,5,5,4,5,3,1,1,5,5,5,5,5,4,1,3,1,3,23,1,80,"AT"
"25863",4,4,5,3,3,4,4,4,3,1,1,3,1,5,3,2,1,2,2,4,2,2,21,1,80,"US"
"25864",1,1,1,1,3,1,1,1,3,1,1,1,1,5,1,1,1,1,1,1,1,1,24,1,100,"US"
"25865",4,0,2,3,4,4,5,4,1,1,4,1,4,5,1,1,1,2,1,4,1,2,19,1,70,"US"
"25866",3,5,5,2,3,3,5,3,4,2,1,2,4,4,4,4,2,1,2,4,2,2,20,1,85,"US"
"25867",2,3,5,0,5,3,2,3,2,4,1,2,2,2,1,3,2,2,3,4,2,2,20,3,45,"US"
"25868",4,4,4,4,4,4,4,4,4,2,2,3,2,2,4,2,4,3,2,3,2,2,19,1,75,"AU"
