"A","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","elapse","NPI_Score","AR","gender","age"
5819,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,226,1.575,,2,22
5820,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,308,1.45,,1,29
5821,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,324,1.375,,1,24
5822,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,214,1.525,,2,33
5823,1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,239,1.4,,2,24
5824,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,643,1.6,,1,37
5825,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,1,336,1.575,,1,62
5826,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,211,1.575,,2,56
5827,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,407,1.575,,1,53
5828,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,181,1.55,,2,48
5829,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,286,1.525,,2,42
5830,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,295,1.55,,2,60
5831,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,279,1.6,,1,25
5832,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,730,1.575,,2,26
5833,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,244,1.375,,1,24
5834,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,1,225,1.3,,2,33
5835,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,245,1.55,,2,56
5836,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,266,1.475,,2,25
5837,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,197,1.425,,1,25
5838,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,0,1838,1.375,,2,25
5839,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,318,1.525,,1,21
5840,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,201,1.65,,2,30
5841,1,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,253,1.4,,1,31
5842,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,182,1.475,,1,19
5843,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,590,1.625,,1,50
5844,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,2,305,1.375,,1,72
5845,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,229,1.55,,2,21
5846,1,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,141,1.5,,1,29
5847,1,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,281,1.525,,1,28
5848,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,249,1.55,,1,47
5849,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,291,1.6,,1,28
5850,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,307,1.55,,2,55
5851,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,822,1.425,,1,14
5852,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1522,1.55,,2,31
5853,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,199,1.525,,1,39
5854,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,186,1.55,,1,30
5855,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,128,1.6,,1,52
5856,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,381,1.525,,1,35
5857,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,301,1.375,,2,25
5858,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,337,1.65,,2,58
5859,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,223,1.575,,2,16
5860,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,255,1.55,,2,49
5861,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,400,1.375,,1,31
5862,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,2,2,201,1.375,,1,20
5863,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,293,1.6,,1,31
5864,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,375,1.6,,1,31
5865,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,422,1.6,,1,27
5866,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,371,1.55,,1,13
5867,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,0,2,1,2,1,1,1,1,1,2,2,2,1,1,2,0,2,1,2,2,1,207,1.275,,1,34
5868,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,386,1.575,,1,41
5869,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,382,1.5,,1,21
5870,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,152,1.35,,2,33
5871,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,679,1.6,,1,46
5872,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,0,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,127,1.525,,1,16
5873,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,306,1.55,,2,26
5874,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,212,1.475,,1,26
5875,1,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,190,1.475,,2,21
5876,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,2,208,1.575,,1,18
5877,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,269,1.55,,1,19
5878,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,328,1.3,,1,35
5879,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,300,1.475,,1,58
5880,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,0,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,586,1.4,,1,52
5881,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,2,1,2,171,1.525,,1,24
5882,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,307,1.475,,1,23
5883,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,182,1.575,,2,17
5884,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,293,1.525,,2,26
5885,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,248,1.575,,2,20
5886,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,176,1.55,,2,42
5887,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,310,1.575,,2,27
5888,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,290,1.675,,1,27
5889,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,2,486,1.45,,1,18
5890,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,260,1.65,,2,55
5891,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,473,1.475,,1,24
5892,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,313,1.375,,1,40
5893,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,199,1.6,,2,25
5894,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,317,1.525,,1,19
5895,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,214,1.425,,1,42
5896,2,2,2,1,2,2,1,1,1,1,1,2,0,2,1,2,2,1,2,0,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,213,1.475,,2,21
5897,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,251,1.525,,2,58
5898,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,347,1.575,,2,51
5899,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,0,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,244,1.475,,1,28
5900,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,266,1.625,,2,69
5901,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,267,1.4,,1,36
5902,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,586,1.5,,1,37
5903,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,191,1.425,,2,33
5904,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,0,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,416,1.525,,1,22
5905,1,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,8,1.525,,2,17
5906,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,469,1.475,,1,37
5907,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,298,1.575,,2,46
5908,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,243,1.5,,1,32
5909,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,419,1.4,,2,20
5910,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,204,1.525,,3,45
5911,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,438,1.55,,1,23
5912,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,1,1,340,1.525,,1,31
5913,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,300,1.575,,2,30
5914,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,115,1.575,,2,29
5915,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,375,1.425,,1,19
5916,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,221,1.525,,1,14
5917,1,2,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,211,1.625,,1,15
5918,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,230,1.475,,1,16
5919,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,214,1.4,,1,22
5920,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,261,1.5,,2,25
5921,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,349,1.475,,1,42
5922,1,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1277,1.325,,1,37
5923,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,465,1.525,,1,66
5924,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,156,1.6,,1,25
5925,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,218,1.5,,1,40
5926,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,2,1,446,1.5,,2,44
5927,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,232,1.475,,1,21
5928,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,198,1.525,,1,50
5929,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,156,1.475,,2,19
5930,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,312,1.65,,1,37
5931,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,822,1.475,,2,28
5932,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,329,1.55,,1,64
5933,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,676,1.4,,2,27
5934,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,248,1.575,,1,39
5935,1,2,2,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,233,1.4,,1,33
5936,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,1,327,1.5,,2,21
5937,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,321,1.425,,1,18
5938,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,269,1.475,,2,24
5939,1,2,2,0,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,232,1.475,,2,43
5940,1,2,2,0,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,1,192,1.425,,2,23
5941,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,345,1.55,,2,55
5942,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,241,1.6,,1,18
5943,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,363,1.4,,1,23
5944,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,236,1.625,,1,57
5945,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,325,1.55,,2,40
5946,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,218,1.5,,2,25
5947,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,219,1.425,,1,35
5948,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,244,1.425,,1,47
5949,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,263,1.45,,1,23
5950,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,300,1.625,,1,65
5951,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,354,1.45,,1,34
5952,1,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,192,1.45,,1,39
5953,1,1,2,1,0,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,1,0,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,367,1.3,,2,14
5954,2,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,469,1.475,,2,29
5955,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,325,1.55,,1,30
5956,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,284,1.625,,2,46
5957,1,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,169,1.5,,1,21
5958,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,1,1,1,370,1.45,,1,21
5959,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,957,1.55,,1,24
5960,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,378,1.5,,1,16
5961,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,241,1.65,,2,60
5962,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,0,2,1,1,1,1,2,2,2,2,1,251,1.5,,1,59
5963,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,183,1.475,,1,21
5964,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,124,1.575,,2,28
